Customer_ID,Full_Name,Birth_Date,Region_ID
106697,Customer_6697,1974-06-23,1
106698,Customer_6698,1981-11-26,7
106699,Customer_6699,1973-12-10,4
106700,Customer_6700,1975-08-15,9
106701,Customer_6701,1970-01-26,7
106702,Customer_6702,1975-12-08,4
106703,Customer_6703,1989-02-13,3
106704,Customer_6704,1991-03-06,5
106705,Customer_6705,1975-06-01,6
106706,Customer_6706,1993-06-18,3
106707,Customer_6707,1976-01-18,4
106708,Customer_6708,1975-03-14,6
106709,Customer_6709,1962-06-27,8
106710,Customer_6710,1969-03-15,6
106711,Customer_6711,1951-09-13,10
106712,Customer_6712,1994-02-07,9
106713,Customer_6713,1967-04-01,8
106714,Customer_6714,1989-09-22,6
106715,Customer_6715,1991-03-04,8
106716,Customer_6716,1983-12-23,8
106717,Customer_6717,1959-01-01,5
106718,Customer_6718,1967-03-19,6
106719,Customer_6719,1983-09-04,1
106720,Customer_6720,1998-11-18,9
106721,Customer_6721,1980-06-13,8
106722,Customer_6722,1950-07-19,7
106723,Customer_6723,1953-08-20,4
106724,Customer_6724,1959-04-26,1
106725,Customer_6725,1954-08-11,3
106726,Customer_6726,1999-09-27,3
106727,Customer_6727,1954-10-16,9
106728,Customer_6728,1999-05-16,8
106729,Customer_6729,1957-06-07,5
106730,Customer_6730,1969-10-19,5
106731,Customer_6731,1992-07-15,3
106732,Customer_6732,1999-04-06,10
106733,Customer_6733,1979-04-19,5
106734,Customer_6734,1983-09-02,2
106735,Customer_6735,1953-05-23,10
106736,Customer_6736,1998-03-17,9
106737,Customer_6737,1986-06-22,4
106738,Customer_6738,1975-06-20,8
106739,Customer_6739,1990-01-10,5
106740,Customer_6740,1990-12-25,2
106741,Customer_6741,1973-03-09,9
106742,Customer_6742,1985-05-17,8
106743,Customer_6743,1988-08-05,4
106744,Customer_6744,1959-10-07,10
106745,Customer_6745,1950-09-26,7
106746,Customer_6746,1971-05-20,8
106747,Customer_6747,1975-07-03,7
106748,Customer_6748,1986-05-25,10
106749,Customer_6749,1981-06-20,10
106750,Customer_6750,1976-06-12,10
106751,Customer_6751,1974-01-10,5
106752,Customer_6752,1994-03-10,9
106753,Customer_6753,1984-02-05,4
106754,Customer_6754,1950-04-04,5
106755,Customer_6755,1960-06-01,8
106756,Customer_6756,1955-09-23,7
106757,Customer_6757,1956-08-15,6
106758,Customer_6758,1966-01-07,10
106759,Customer_6759,1970-02-13,7
106760,Customer_6760,1988-03-26,2
106761,Customer_6761,1960-02-03,6
106762,Customer_6762,1985-07-05,9
106763,Customer_6763,1992-04-25,6
106764,Customer_6764,1963-10-11,9
106765,Customer_6765,1955-01-18,7
106766,Customer_6766,1988-05-24,7
106767,Customer_6767,1999-04-15,1
106768,Customer_6768,1997-04-02,2
106769,Customer_6769,1969-12-06,8
106770,Customer_6770,1959-09-11,2
106771,Customer_6771,1975-02-20,8
106772,Customer_6772,1965-01-05,9
106773,Customer_6773,1956-11-05,7
106774,Customer_6774,1993-01-17,3
106775,Customer_6775,1981-04-13,8
106776,Customer_6776,1957-10-23,6
106777,Customer_6777,1999-01-23,8
106778,Customer_6778,1991-11-02,5
106779,Customer_6779,1999-09-22,2
106780,Customer_6780,1993-12-10,2
106781,Customer_6781,1959-09-05,8
106782,Customer_6782,1989-12-20,6
106783,Customer_6783,1990-05-19,10
106784,Customer_6784,1957-07-05,4
106785,Customer_6785,1961-11-15,3
106786,Customer_6786,1969-10-11,4
106787,Customer_6787,1996-08-18,1
106788,Customer_6788,1991-09-26,9
106789,Customer_6789,1981-06-24,10
106790,Customer_6790,1982-07-25,4
106791,Customer_6791,1983-10-04,1
106792,Customer_6792,1966-11-03,9
106793,Customer_6793,1968-08-13,10
106794,Customer_6794,1978-02-17,6
106795,Customer_6795,1971-05-12,3
106796,Customer_6796,1955-02-16,6
106797,Customer_6797,1951-12-03,6
106798,Customer_6798,1985-04-01,9
106799,Customer_6799,1977-01-20,4
106800,Customer_6800,1971-06-11,8
106801,Customer_6801,1971-12-09,9
106802,Customer_6802,1957-08-06,1
106803,Customer_6803,1992-10-26,6
106804,Customer_6804,1962-01-21,9
106805,Customer_6805,1979-01-26,6
106806,Customer_6806,1998-07-12,6
106807,Customer_6807,1984-12-25,7
106808,Customer_6808,1976-06-23,9
106809,Customer_6809,1952-03-13,2
106810,Customer_6810,1994-06-24,7
106811,Customer_6811,1952-05-21,10
106812,Customer_6812,1984-05-05,4
106813,Customer_6813,1991-02-24,10
106814,Customer_6814,1951-04-13,7
106815,Customer_6815,1977-01-24,7
106816,Customer_6816,1956-10-05,10
106817,Customer_6817,1976-04-09,3
106818,Customer_6818,1976-11-17,1
106819,Customer_6819,1997-03-05,7
106820,Customer_6820,1990-09-07,9
106821,Customer_6821,1978-06-22,3
106822,Customer_6822,1954-01-17,5
106823,Customer_6823,1955-06-19,3
106824,Customer_6824,1967-03-20,6
106825,Customer_6825,1952-07-09,1
106826,Customer_6826,1976-02-12,9
106827,Customer_6827,1962-02-25,10
106828,Customer_6828,1991-10-03,8
106829,Customer_6829,1975-02-12,8
106830,Customer_6830,1959-04-22,1
106831,Customer_6831,1975-05-04,2
106832,Customer_6832,1977-08-05,6
106833,Customer_6833,1960-09-12,2
106834,Customer_6834,1951-01-02,1
106835,Customer_6835,1977-02-19,5
106836,Customer_6836,1961-09-03,3
106837,Customer_6837,1972-06-12,4
106838,Customer_6838,1991-05-15,6
106839,Customer_6839,1960-04-04,1
106840,Customer_6840,1956-12-16,2
106841,Customer_6841,1998-04-24,7
106842,Customer_6842,1994-02-02,8
106843,Customer_6843,1954-12-15,10
106844,Customer_6844,1999-11-22,6
106845,Customer_6845,1992-09-08,3
106846,Customer_6846,1958-05-09,10
106847,Customer_6847,1958-11-18,4
106848,Customer_6848,1996-09-11,8
106849,Customer_6849,1998-05-26,5
106850,Customer_6850,1980-04-06,1
106851,Customer_6851,1977-04-13,8
106852,Customer_6852,1972-06-24,6
106853,Customer_6853,1950-05-18,8
106854,Customer_6854,1980-05-13,2
106855,Customer_6855,1952-02-20,8
106856,Customer_6856,1985-11-02,9
106857,Customer_6857,1965-09-07,3
106858,Customer_6858,1985-12-21,8
106859,Customer_6859,1999-08-18,3
106860,Customer_6860,1995-01-12,9
106861,Customer_6861,1984-06-06,2
106862,Customer_6862,1989-03-06,2
106863,Customer_6863,1974-07-16,2
106864,Customer_6864,1957-11-08,5
106865,Customer_6865,1950-06-02,1
106866,Customer_6866,1980-02-17,5
106867,Customer_6867,1973-11-17,5
106868,Customer_6868,1952-04-23,5
106869,Customer_6869,1969-01-19,1
106870,Customer_6870,1992-12-19,7
106871,Customer_6871,1965-04-21,7
106872,Customer_6872,1953-09-08,4
106873,Customer_6873,1992-12-05,6
106874,Customer_6874,1955-08-24,6
106875,Customer_6875,1994-05-26,5
106876,Customer_6876,1971-01-05,6
106877,Customer_6877,1954-04-16,2
106878,Customer_6878,1963-06-08,9
106879,Customer_6879,1968-01-19,1
106880,Customer_6880,1982-06-02,9
106881,Customer_6881,1986-11-26,5
106882,Customer_6882,1996-07-26,9
106883,Customer_6883,1983-11-20,3
106884,Customer_6884,1962-07-13,6
106885,Customer_6885,1980-08-02,1
106886,Customer_6886,1985-11-27,2
106887,Customer_6887,1969-05-05,7
106888,Customer_6888,1970-03-09,2
106889,Customer_6889,1971-03-10,9
106890,Customer_6890,1983-08-04,5
106891,Customer_6891,1983-03-17,8
106892,Customer_6892,1995-11-04,9
106893,Customer_6893,1994-12-12,8
106894,Customer_6894,1965-06-01,4
106895,Customer_6895,1969-01-04,9
106896,Customer_6896,1962-08-24,7
106897,Customer_6897,1981-11-27,7
106898,Customer_6898,1979-05-20,10
106899,Customer_6899,1975-01-11,10
106900,Customer_6900,1968-05-19,5
106901,Customer_6901,1977-07-23,8
106902,Customer_6902,1954-09-17,7
106903,Customer_6903,1953-01-12,5
106904,Customer_6904,1985-12-16,9
106905,Customer_6905,1998-05-08,4
106906,Customer_6906,1960-06-12,9
106907,Customer_6907,1968-06-05,4
106908,Customer_6908,1966-05-16,2
106909,Customer_6909,1976-01-06,3
106910,Customer_6910,1952-06-25,7
106911,Customer_6911,1970-01-23,9
106912,Customer_6912,1981-06-02,9
106913,Customer_6913,1962-06-01,5
106914,Customer_6914,1977-10-21,8
106915,Customer_6915,1959-08-02,9
106916,Customer_6916,1971-06-17,4
106917,Customer_6917,1966-09-24,5
106918,Customer_6918,1952-10-18,6
106919,Customer_6919,1982-05-26,8
106920,Customer_6920,1970-12-22,5
106921,Customer_6921,1995-03-06,3
106922,Customer_6922,1970-03-24,1
106923,Customer_6923,1998-08-24,3
106924,Customer_6924,1988-06-26,10
106925,Customer_6925,1996-11-03,2
106926,Customer_6926,1976-10-13,5
106927,Customer_6927,1953-03-19,1
106928,Customer_6928,1986-10-09,3
106929,Customer_6929,1977-10-12,3
106930,Customer_6930,1997-03-27,3
106931,Customer_6931,1997-04-13,3
106932,Customer_6932,1958-09-27,2
106933,Customer_6933,1996-07-25,5
106934,Customer_6934,1987-09-09,10
106935,Customer_6935,1972-01-19,7
106936,Customer_6936,1999-07-15,8
106937,Customer_6937,1984-07-11,10
106938,Customer_6938,1951-12-16,3
106939,Customer_6939,1965-04-21,8
106940,Customer_6940,1969-11-24,5
106941,Customer_6941,1957-11-17,4
106942,Customer_6942,1974-08-23,5
106943,Customer_6943,1965-08-08,7
106944,Customer_6944,1953-10-08,6
106945,Customer_6945,1979-10-27,2
106946,Customer_6946,1970-03-06,2
106947,Customer_6947,1976-04-12,10
106948,Customer_6948,1965-04-12,8
106949,Customer_6949,1973-06-19,9
106950,Customer_6950,1984-04-22,5
106951,Customer_6951,1994-11-08,4
106952,Customer_6952,1951-07-05,2
106953,Customer_6953,1978-06-09,5
106954,Customer_6954,1952-04-14,10
106955,Customer_6955,1957-10-21,8
106956,Customer_6956,1957-12-13,6
106957,Customer_6957,1957-05-09,2
106958,Customer_6958,1991-12-05,6
106959,Customer_6959,1957-11-10,1
106960,Customer_6960,1950-04-02,3
106961,Customer_6961,1962-10-04,10
106962,Customer_6962,1961-03-05,7
106963,Customer_6963,1993-08-04,6
106964,Customer_6964,1951-06-05,2
106965,Customer_6965,1972-02-21,3
106966,Customer_6966,1960-02-03,4
106967,Customer_6967,1986-01-09,6
106968,Customer_6968,1974-04-26,8
106969,Customer_6969,1968-07-09,10
106970,Customer_6970,1954-01-05,4
106971,Customer_6971,1978-09-22,3
106972,Customer_6972,1978-05-05,3
106973,Customer_6973,1981-12-02,4
106974,Customer_6974,1992-11-09,9
106975,Customer_6975,1977-04-08,3
106976,Customer_6976,1967-01-13,2
106977,Customer_6977,1973-05-15,10
106978,Customer_6978,1977-03-02,3
106979,Customer_6979,1990-01-06,1
106980,Customer_6980,1991-03-18,1
106981,Customer_6981,1983-09-27,10
106982,Customer_6982,1970-02-10,4
106983,Customer_6983,1963-06-25,1
106984,Customer_6984,1965-09-26,1
106985,Customer_6985,1971-05-06,5
106986,Customer_6986,1950-02-11,2
106987,Customer_6987,1983-06-20,10
106988,Customer_6988,1991-04-27,3
106989,Customer_6989,1950-06-18,10
106990,Customer_6990,1976-12-11,8
106991,Customer_6991,1951-07-15,3
106992,Customer_6992,1972-04-06,8
106993,Customer_6993,1992-10-06,3
106994,Customer_6994,1956-02-15,1
106995,Customer_6995,1961-07-20,8
106996,Customer_6996,1996-11-17,4
106997,Customer_6997,1978-06-10,2
106998,Customer_6998,1985-10-27,2
106999,Customer_6999,1992-04-27,7
107000,Customer_7000,1983-02-02,1
107001,Customer_7001,1997-06-07,4
107002,Customer_7002,1964-09-13,5
107003,Customer_7003,1994-09-16,1
107004,Customer_7004,1956-03-12,4
107005,Customer_7005,1954-02-13,9
107006,Customer_7006,1986-11-14,3
107007,Customer_7007,1974-04-27,1
107008,Customer_7008,1957-08-23,5
107009,Customer_7009,1961-04-04,8
107010,Customer_7010,1999-11-18,9
107011,Customer_7011,1980-12-01,8
107012,Customer_7012,1960-08-24,7
107013,Customer_7013,1995-06-11,4
107014,Customer_7014,1973-03-22,5
107015,Customer_7015,1958-10-07,5
107016,Customer_7016,1978-09-06,2
107017,Customer_7017,1971-02-11,10
107018,Customer_7018,1998-06-26,2
107019,Customer_7019,1960-04-13,3
107020,Customer_7020,1982-02-11,1
107021,Customer_7021,1962-10-23,8
107022,Customer_7022,1973-08-06,9
107023,Customer_7023,1978-09-04,8
107024,Customer_7024,1982-02-06,8
107025,Customer_7025,1962-10-21,1
107026,Customer_7026,1990-04-24,6
107027,Customer_7027,1997-09-13,4
107028,Customer_7028,1952-05-08,7
107029,Customer_7029,1980-07-05,4
107030,Customer_7030,1985-11-25,10
107031,Customer_7031,1979-02-14,8
107032,Customer_7032,1963-04-17,10
107033,Customer_7033,1955-04-20,6
107034,Customer_7034,1991-12-19,10
107035,Customer_7035,1953-09-26,9
107036,Customer_7036,1964-01-23,6
107037,Customer_7037,1953-11-09,7
107038,Customer_7038,1990-10-23,10
107039,Customer_7039,1954-12-16,10
107040,Customer_7040,1980-08-22,8
107041,Customer_7041,1998-09-23,4
107042,Customer_7042,1953-01-27,5
107043,Customer_7043,1991-07-20,9
107044,Customer_7044,1964-07-18,10
107045,Customer_7045,1986-10-24,9
107046,Customer_7046,1969-08-27,3
107047,Customer_7047,1989-09-14,9
107048,Customer_7048,1952-02-05,8
107049,Customer_7049,1957-03-03,8
107050,Customer_7050,1998-04-16,9
107051,Customer_7051,1965-04-04,8
107052,Customer_7052,1961-12-09,10
107053,Customer_7053,1972-11-09,3
107054,Customer_7054,1992-08-26,4
107055,Customer_7055,1953-11-25,4
107056,Customer_7056,1975-02-11,7
107057,Customer_7057,1965-08-01,9
107058,Customer_7058,1982-03-12,4
107059,Customer_7059,1957-03-10,10
107060,Customer_7060,1966-04-11,7
107061,Customer_7061,1979-04-13,5
107062,Customer_7062,1954-06-11,4
107063,Customer_7063,1980-09-17,8
107064,Customer_7064,1987-12-09,4
107065,Customer_7065,1952-12-13,10
107066,Customer_7066,1956-05-26,8
107067,Customer_7067,1994-01-11,1
107068,Customer_7068,1951-11-18,5
107069,Customer_7069,1968-09-25,9
107070,Customer_7070,1966-11-08,10
107071,Customer_7071,1963-09-05,8
107072,Customer_7072,1951-09-23,2
107073,Customer_7073,1979-09-20,7
107074,Customer_7074,1997-10-15,6
107075,Customer_7075,1985-04-27,2
107076,Customer_7076,1954-12-26,1
107077,Customer_7077,1979-01-08,9
107078,Customer_7078,1976-02-20,8
107079,Customer_7079,1998-05-17,2
107080,Customer_7080,1986-02-07,10
107081,Customer_7081,1964-01-23,8
107082,Customer_7082,1959-12-27,3
107083,Customer_7083,1992-06-12,6
107084,Customer_7084,1992-04-24,9
107085,Customer_7085,1963-05-19,1
107086,Customer_7086,1960-01-06,5
107087,Customer_7087,1964-04-10,2
107088,Customer_7088,1989-12-17,1
107089,Customer_7089,1953-05-27,5
107090,Customer_7090,1996-02-11,7
107091,Customer_7091,1963-07-10,1
107092,Customer_7092,1975-11-18,1
107093,Customer_7093,1971-02-03,3
107094,Customer_7094,1964-12-15,4
107095,Customer_7095,1969-04-20,6
107096,Customer_7096,1958-05-18,4
107097,Customer_7097,1964-07-24,1
107098,Customer_7098,1994-11-17,8
107099,Customer_7099,1956-07-06,6
107100,Customer_7100,1999-01-25,10
107101,Customer_7101,1953-02-23,3
107102,Customer_7102,1996-01-06,1
107103,Customer_7103,1979-03-26,9
107104,Customer_7104,1983-04-03,4
107105,Customer_7105,1986-02-22,3
107106,Customer_7106,1982-07-20,3
107107,Customer_7107,1969-02-17,8
107108,Customer_7108,1977-10-19,2
107109,Customer_7109,1990-07-07,1
107110,Customer_7110,1980-04-12,6
107111,Customer_7111,1972-06-07,6
107112,Customer_7112,1996-10-14,1
107113,Customer_7113,1975-07-06,9
107114,Customer_7114,1975-10-02,7
107115,Customer_7115,1981-06-06,6
107116,Customer_7116,1960-03-09,2
107117,Customer_7117,1995-06-09,7
107118,Customer_7118,1959-01-13,1
107119,Customer_7119,1950-08-26,3
107120,Customer_7120,1953-07-15,2
107121,Customer_7121,1974-05-01,4
107122,Customer_7122,1979-08-21,1
107123,Customer_7123,1999-05-06,9
107124,Customer_7124,1974-09-07,3
107125,Customer_7125,1979-06-19,7
107126,Customer_7126,1967-08-25,10
107127,Customer_7127,1955-08-05,2
107128,Customer_7128,1974-06-18,9
107129,Customer_7129,1990-01-20,2
107130,Customer_7130,1989-04-14,1
107131,Customer_7131,1997-06-03,8
107132,Customer_7132,1980-07-25,3
107133,Customer_7133,1968-01-14,6
107134,Customer_7134,1964-10-27,5
107135,Customer_7135,1951-09-20,4
107136,Customer_7136,1986-08-16,10
107137,Customer_7137,1957-12-15,10
107138,Customer_7138,1976-01-22,7
107139,Customer_7139,1971-11-17,8
107140,Customer_7140,1993-06-27,3
107141,Customer_7141,1951-08-08,5
107142,Customer_7142,1960-04-22,7
107143,Customer_7143,1977-02-27,8
107144,Customer_7144,1992-05-18,9
107145,Customer_7145,1954-02-18,1
107146,Customer_7146,1967-09-03,8
107147,Customer_7147,1957-07-16,3
107148,Customer_7148,1955-12-02,3
107149,Customer_7149,1989-09-21,3
107150,Customer_7150,1965-09-01,5
107151,Customer_7151,1978-02-24,3
107152,Customer_7152,1989-01-08,6
107153,Customer_7153,1969-10-01,10
107154,Customer_7154,1975-01-16,1
107155,Customer_7155,1999-10-23,5
107156,Customer_7156,1970-06-05,2
107157,Customer_7157,1994-06-10,8
107158,Customer_7158,1992-06-09,4
107159,Customer_7159,1965-04-06,4
107160,Customer_7160,1959-05-09,6
107161,Customer_7161,1967-01-03,8
107162,Customer_7162,1975-01-11,10
107163,Customer_7163,1969-07-08,4
107164,Customer_7164,1987-05-21,10
107165,Customer_7165,1997-08-01,2
107166,Customer_7166,1991-09-14,2
107167,Customer_7167,1983-03-09,3
107168,Customer_7168,1972-01-07,3
107169,Customer_7169,1982-09-26,3
107170,Customer_7170,1997-06-10,8
107171,Customer_7171,1998-05-08,4
107172,Customer_7172,1956-12-25,5
107173,Customer_7173,1969-11-10,4
107174,Customer_7174,1984-04-19,8
107175,Customer_7175,1965-06-08,9
107176,Customer_7176,1963-08-14,9
107177,Customer_7177,1995-09-20,6
107178,Customer_7178,1989-03-13,2
107179,Customer_7179,1989-02-23,2
107180,Customer_7180,1963-09-13,5
107181,Customer_7181,1953-06-19,9
107182,Customer_7182,1952-08-13,2
107183,Customer_7183,1961-09-13,2
107184,Customer_7184,1976-08-13,10
107185,Customer_7185,1967-12-06,7
107186,Customer_7186,1960-09-05,6
107187,Customer_7187,1991-03-16,3
107188,Customer_7188,1994-05-22,8
107189,Customer_7189,1988-12-07,4
107190,Customer_7190,1963-01-06,6
107191,Customer_7191,1994-03-14,5
107192,Customer_7192,1955-03-16,9
107193,Customer_7193,1997-07-16,8
107194,Customer_7194,1985-11-12,3
107195,Customer_7195,1962-04-26,8
107196,Customer_7196,1970-09-09,5
107197,Customer_7197,1993-05-19,9
107198,Customer_7198,1967-01-17,1
107199,Customer_7199,1967-09-24,6
107200,Customer_7200,1980-09-17,5
107201,Customer_7201,1988-03-14,10
107202,Customer_7202,1993-02-18,9
107203,Customer_7203,1987-01-21,2
107204,Customer_7204,1952-08-05,3
107205,Customer_7205,1970-04-26,3
107206,Customer_7206,1984-11-07,10
107207,Customer_7207,1966-01-01,7
107208,Customer_7208,1970-11-14,1
107209,Customer_7209,1973-02-11,1
107210,Customer_7210,1956-09-16,1
107211,Customer_7211,1987-04-21,5
107212,Customer_7212,1974-09-07,2
107213,Customer_7213,1969-08-07,7
107214,Customer_7214,1957-11-10,9
107215,Customer_7215,1982-12-09,9
107216,Customer_7216,1951-12-01,1
107217,Customer_7217,1980-06-09,10
107218,Customer_7218,1962-09-06,9
107219,Customer_7219,1973-08-07,10
107220,Customer_7220,1981-11-21,8
107221,Customer_7221,1996-01-02,2
107222,Customer_7222,1967-07-08,8
107223,Customer_7223,1956-09-23,10
107224,Customer_7224,1959-10-25,10
107225,Customer_7225,1950-01-13,5
107226,Customer_7226,1987-07-24,7
107227,Customer_7227,1967-07-25,9
107228,Customer_7228,1975-08-25,7
107229,Customer_7229,1969-09-22,7
107230,Customer_7230,1998-09-18,1
107231,Customer_7231,1997-03-11,1
107232,Customer_7232,1955-09-03,5
107233,Customer_7233,1976-06-09,2
107234,Customer_7234,1978-03-25,9
107235,Customer_7235,1964-06-10,5
107236,Customer_7236,1959-08-26,9
107237,Customer_7237,1983-12-06,3
107238,Customer_7238,1974-06-14,1
107239,Customer_7239,1980-05-16,2
107240,Customer_7240,1996-09-14,10
107241,Customer_7241,1965-02-07,3
107242,Customer_7242,1976-01-10,3
107243,Customer_7243,1952-05-13,9
107244,Customer_7244,1997-08-05,9
107245,Customer_7245,1986-10-12,6
107246,Customer_7246,1974-10-20,2
107247,Customer_7247,1971-08-19,4
107248,Customer_7248,1972-11-13,9
107249,Customer_7249,1975-06-17,8
107250,Customer_7250,1995-06-25,10
107251,Customer_7251,1963-06-26,10
107252,Customer_7252,1986-01-06,5
107253,Customer_7253,1971-02-27,2
107254,Customer_7254,1989-09-03,2
107255,Customer_7255,1986-12-27,9
107256,Customer_7256,1980-02-14,3
107257,Customer_7257,1982-03-14,6
107258,Customer_7258,1973-05-18,10
107259,Customer_7259,1983-11-15,4
107260,Customer_7260,1965-06-10,6
107261,Customer_7261,1992-05-08,5
107262,Customer_7262,1959-10-09,1
107263,Customer_7263,1980-03-02,9
107264,Customer_7264,1956-11-20,7
107265,Customer_7265,1954-02-02,9
107266,Customer_7266,1975-05-13,3
107267,Customer_7267,1996-11-21,9
107268,Customer_7268,1990-01-12,2
107269,Customer_7269,1955-06-25,4
107270,Customer_7270,1990-07-09,8
107271,Customer_7271,1973-11-04,8
107272,Customer_7272,1991-12-16,5
107273,Customer_7273,1986-02-11,1
107274,Customer_7274,1988-05-08,2
107275,Customer_7275,1994-05-25,4
107276,Customer_7276,1952-04-03,7
107277,Customer_7277,1961-03-01,10
107278,Customer_7278,1978-06-14,1
107279,Customer_7279,1961-10-08,7
107280,Customer_7280,1989-11-01,1
107281,Customer_7281,1993-05-20,4
107282,Customer_7282,1997-01-25,1
107283,Customer_7283,1959-07-07,5
107284,Customer_7284,1979-11-20,2
107285,Customer_7285,1951-07-15,2
107286,Customer_7286,1975-12-10,10
107287,Customer_7287,1986-08-26,4
107288,Customer_7288,1989-03-27,10
107289,Customer_7289,1995-06-13,8
107290,Customer_7290,1997-09-08,9
107291,Customer_7291,1985-09-14,2
107292,Customer_7292,1989-10-10,4
107293,Customer_7293,1982-01-21,5
107294,Customer_7294,1978-01-02,7
107295,Customer_7295,1956-01-16,5
107296,Customer_7296,1958-03-02,6
107297,Customer_7297,1984-02-25,3
107298,Customer_7298,1983-05-14,9
107299,Customer_7299,1969-02-23,9
107300,Customer_7300,1981-11-23,2
107301,Customer_7301,1995-05-05,1
107302,Customer_7302,1969-09-19,7
107303,Customer_7303,1951-08-03,4
107304,Customer_7304,1980-11-11,4
107305,Customer_7305,1964-04-21,4
107306,Customer_7306,1982-04-20,9
107307,Customer_7307,1965-09-23,8
107308,Customer_7308,1950-08-22,5
107309,Customer_7309,1955-06-21,5
107310,Customer_7310,1991-11-23,9
107311,Customer_7311,1969-06-08,6
107312,Customer_7312,1998-06-05,7
107313,Customer_7313,1983-09-23,5
107314,Customer_7314,1974-12-07,8
107315,Customer_7315,1984-07-17,4
107316,Customer_7316,1978-12-06,8
107317,Customer_7317,1989-02-11,10
107318,Customer_7318,1977-02-15,3
107319,Customer_7319,1983-02-07,3
107320,Customer_7320,1966-08-06,9
107321,Customer_7321,1953-08-03,2
107322,Customer_7322,1998-08-02,8
107323,Customer_7323,1955-12-14,9
107324,Customer_7324,1956-08-02,9
107325,Customer_7325,1958-11-21,6
107326,Customer_7326,1959-06-25,8
107327,Customer_7327,1958-12-01,6
107328,Customer_7328,1976-03-21,5
107329,Customer_7329,1980-09-04,10
107330,Customer_7330,1992-03-16,5
107331,Customer_7331,1976-12-03,7
107332,Customer_7332,1954-05-05,2
107333,Customer_7333,1952-07-08,7
107334,Customer_7334,1974-02-15,4
107335,Customer_7335,1991-11-25,4
107336,Customer_7336,1996-05-14,4
107337,Customer_7337,1990-06-18,9
107338,Customer_7338,1958-10-23,3
107339,Customer_7339,1953-11-08,5
107340,Customer_7340,1991-10-06,8
107341,Customer_7341,1975-01-27,2
107342,Customer_7342,1995-10-15,10
107343,Customer_7343,1984-03-27,6
107344,Customer_7344,1980-11-02,5
107345,Customer_7345,1955-07-02,3
107346,Customer_7346,1990-11-14,8
107347,Customer_7347,1980-06-13,7
107348,Customer_7348,1974-07-10,7
107349,Customer_7349,1973-06-06,9
107350,Customer_7350,1986-07-15,1
107351,Customer_7351,1956-07-01,5
107352,Customer_7352,1963-01-05,4
107353,Customer_7353,1960-10-07,2
107354,Customer_7354,1971-12-19,4
107355,Customer_7355,1989-06-16,8
107356,Customer_7356,1994-04-09,3
107357,Customer_7357,1999-05-06,4
107358,Customer_7358,1966-07-21,6
107359,Customer_7359,1989-11-11,9
107360,Customer_7360,1958-01-23,10
107361,Customer_7361,1968-07-16,1
107362,Customer_7362,1950-11-10,2
107363,Customer_7363,1988-10-27,5
107364,Customer_7364,1990-09-01,7
107365,Customer_7365,1988-06-16,9
107366,Customer_7366,1992-04-13,9
107367,Customer_7367,1965-05-11,7
107368,Customer_7368,1998-03-19,2
107369,Customer_7369,1954-12-26,4
107370,Customer_7370,1974-04-01,3
107371,Customer_7371,1981-05-23,7
107372,Customer_7372,1985-01-08,9
107373,Customer_7373,1989-08-11,2
107374,Customer_7374,1973-02-06,2
107375,Customer_7375,1972-04-24,10
107376,Customer_7376,1987-06-19,5
107377,Customer_7377,1974-02-05,3
107378,Customer_7378,1953-10-18,9
107379,Customer_7379,1998-03-17,8
107380,Customer_7380,1966-07-17,6
107381,Customer_7381,1994-02-16,7
107382,Customer_7382,1976-02-13,5
107383,Customer_7383,1952-02-23,2
107384,Customer_7384,1967-02-04,6
107385,Customer_7385,1963-12-21,10
107386,Customer_7386,1995-01-01,10
107387,Customer_7387,1993-04-23,10
107388,Customer_7388,1980-12-12,2
107389,Customer_7389,1997-09-14,1
107390,Customer_7390,1988-08-08,6
107391,Customer_7391,1992-01-13,2
107392,Customer_7392,1959-08-16,4
107393,Customer_7393,1954-03-15,4
107394,Customer_7394,1956-12-27,7
107395,Customer_7395,1962-01-21,5
107396,Customer_7396,1958-07-11,7
107397,Customer_7397,1991-05-21,4
107398,Customer_7398,1970-11-13,6
107399,Customer_7399,1980-03-10,10
107400,Customer_7400,1960-07-17,9
107401,Customer_7401,1996-02-22,9
107402,Customer_7402,1956-04-04,2
107403,Customer_7403,1981-04-13,4
107404,Customer_7404,1984-02-09,5
107405,Customer_7405,1971-05-09,10
107406,Customer_7406,1997-09-02,10
107407,Customer_7407,1959-06-09,7
107408,Customer_7408,1963-10-11,2
107409,Customer_7409,1956-12-14,6
107410,Customer_7410,1972-08-12,6
107411,Customer_7411,1958-12-06,6
107412,Customer_7412,1994-06-01,5
107413,Customer_7413,1996-09-14,4
107414,Customer_7414,1982-02-27,9
107415,Customer_7415,1980-03-05,2
107416,Customer_7416,1977-08-12,1
107417,Customer_7417,1953-10-20,4
107418,Customer_7418,1954-02-01,7
107419,Customer_7419,1994-06-02,1
107420,Customer_7420,1993-02-11,4
107421,Customer_7421,1980-07-04,6
107422,Customer_7422,1984-09-03,8
107423,Customer_7423,1994-03-17,3
107424,Customer_7424,1989-06-13,2
107425,Customer_7425,1992-01-13,7
107426,Customer_7426,1972-01-24,4
107427,Customer_7427,1954-02-19,5
107428,Customer_7428,1954-01-20,3
107429,Customer_7429,1994-01-24,4
107430,Customer_7430,1952-11-20,4
107431,Customer_7431,1961-09-08,8
